Cable System|Cable type (Backhaul/Subsea)|Segment|A-end Country|A-End PoP|B-end PoP|B-end Country|RTD(ms)|Weight|Supplier/Provider|Status|On-Net|Data Quality (Segment)|Data Quality (RTD)
AUSTRALIA Backhaul|Backhaul|AU01|AUSTRALIA|SYDO|SXBR|AUSTRALIA|#N/A|10|Telstra International|In Service|Yes|Match|Unable to reconcile against source
AUSTRALIA Backhaul|Backhaul|AU02|AUSTRALIA|SYGS|SYDO|AUSTRALIA|#N/A|10|Telstra International|In Service|Yes|Match|Unable to reconcile against source
AUSTRALIA Backhaul|Backhaul|AU03|AUSTRALIA|SYDP|SXBR|AUSTRALIA|#N/A|10|Telstra International|In Service|Yes|Match|Unable to reconcile against source
AUSTRALIA Backhaul|Backhaul|AU04|AUSTRALIA|SYEQ|SYDP|AUSTRALIA|#N/A|10|Telstra International|In Service|Yes|Match|Unable to reconcile against source
AUSTRALIA Backhaul|Backhaul|AU05|AUSTRALIA|SYEQ|SXAL|AUSTRALIA|#N/A|10|Telstra International|In Service|Yes|Match|Unable to reconcile against source
AUSTRALIA Backhaul|Backhaul|AU06|AUSTRALIA|SYGS|SXAL|AUSTRALIA|#N/A|10|Telstra International|In Service|Yes|Match|Unable to reconcile against source
AUSTRALIA Backhaul|Backhaul|AU101|AUSTRALIA|SYDP|SYDO|AUSTRALIA|#N/A|10|Telstra International|In Service|Yes|Match|Unable to reconcile against source
AUSTRALIA Backhaul|Backhaul|AU102|AUSTRALIA|SYEQ|SYDO|AUSTRALIA|#N/A|10|Telstra International|In Service|Yes|Match|Unable to reconcile against source
AUSTRALIA Backhaul|Backhaul|AU103|AUSTRALIA|SYEQ|SYDP|AUSTRALIA|#N/A|10|Telstra International|In Service|Yes|Match|Unable to reconcile against source
AUSTRALIA Backhaul|Backhaul|AU104|AUSTRALIA|SYDO|PTHW|AUSTRALIA|#N/A|10|Telstra International|In Service|Yes|Match|Unable to reconcile against source
AUSTRALIA Backhaul|Backhaul|AU105|AUSTRALIA|SYDP|PTHW|AUSTRALIA|#N/A|10|Telstra International|In Service|Yes|Match|Unable to reconcile against source
AUSTRALIA Backhaul|Backhaul|AU106|AUSTRALIA|SYDP|SAXL|AUSTRALIA|#N/A|10|Telstra International|In Service|Yes|Update - Incorrect POPs|Unable to reconcile against source
AUSTRALIA Backhaul|Backhaul|AU107|AUSTRALIA|SYDP|SXBR|AUSTRALIA|#N/A|10|Telstra International|In Service|Yes|Match|Unable to reconcile against source
AUSTRALIA Backhaul|Backhaul|AU108|AUSTRALIA|SYDO|PTHP|AUSTRALIA|#N/A|10|Telstra International|In Service|Yes|Match|Unable to reconcile against source
AUSTRALIA Backhaul|Backhaul|AU109|AUSTRALIA|SYDP|PTHW|AUSTRALIA|#N/A|10|Telstra International|In Service|Yes|Match|Unable to reconcile against source
AUSTRALIA Backhaul|Backhaul|AU110|AUSTRALIA|SYDO|SXBR|AUSTRALIA|#N/A|10|Telstra International|In Service|Yes|Match|Unable to reconcile against source
AUSTRALIA Backhaul|Backhaul|AU111|AUSTRALIA|SYDO|SXAL|AUSTRALIA|#N/A|10|Telstra International|In Service|Yes|Match|Unable to reconcile against source
AUSTRALIA Backhaul|Backhaul|AU112|AUSTRALIA|PTHW|PTHP|AUSTRALIA|#N/A|10|Telstra International|In Service|Yes|Match|Unable to reconcile against source
AUSTRALIA Backhaul|Backhaul|AU113|AUSTRALIA|PTHW|PTHG|AUSTRALIA|#N/A|10|Telstra International|In Service|Yes|Match|Unable to reconcile against source
AUSTRALIA Backhaul|Backhaul|AU114|AUSTRALIA|PTHP|PTHG|AUSTRALIA|#N/A|10|Telstra International|In Service|Yes|Match|Unable to reconcile against source
AUSTRALIA Backhaul|Backhaul|AU115|AUSTRALIA|PTHP|APE2|AUSTRALIA|#N/A|10|Telstra International|In Service|Yes|Unable to reconcile against source|Unable to reconcile against source
AUSTRALIA Backhaul|Backhaul|AU116|AUSTRALIA|SYDP|PTHP|AUSTRALIA|#N/A|10|Telstra International|In Service|Yes|Match|Unable to reconcile against source
AUSTRALIA Backhaul|Backhaul|AU117|AUSTRALIA|PTHW|PTHP|AUSTRALIA|#N/A|10|Telstra International|In Service|Yes|Unable to reconcile against source|Unable to reconcile against source
AUSTRALIA Backhaul|Backhaul|AU118|AUSTRALIA|SYDP|PTHP|AUSTRALIA|#N/A|10|Telstra International|In Service|Yes|Match|Unable to reconcile against source
AUSTRALIA Backhaul|Backhaul|AU119|AUSTRALIA|SYEQ|PTHW|AUSTRALIA|#N/A|10|Telstra International|In Service|Yes|Unable to reconcile against source|Unable to reconcile against source
AUSTRALIA Backhaul|Backhaul|AU120|AUSTRALIA|SYGS|SYDO|AUSTRALIA|#N/A|10|Telstra International|In Service|Yes|Unable to reconcile against source|Unable to reconcile against source
AUSTRALIA Backhaul|Backhaul|AU121|AUSTRALIA|SYEQ|PTHW|AUSTRALIA|#N/A|10|Telstra International|In Service|Yes|Unable to reconcile against source|Unable to reconcile against source
AUSTRALIA Backhaul|Backhaul|AU122|AUSTRALIA|SYGS|SYDP|AUSTRALIA|#N/A|10|Telstra International|In Service|Yes|Unable to reconcile against source|Unable to reconcile against source
AUSTRALIA Backhaul|Backhaul|AU123|AUSTRALIA|SYEQ|SYDO|AUSTRALIA|#N/A|10|Telstra International|In Service|Yes|Unable to reconcile against source|Unable to reconcile against source
AUSTRALIA Backhaul|Backhaul|AU201|AUSTRALIA|SXAL|SASX|AUSTRALIA|#N/A|10|Telstra International|In Service|Yes|Unable to reconcile against source|Unable to reconcile against source
AUSTRALIA Backhaul|Backhaul|AU206|AUSTRALIA|SYDO|EXBN|AUSTRALIA|#N/A|10|Telstra International|In Service|Yes|Unable to reconcile against source|Unable to reconcile against source
AUSTRALIA Backhaul|Backhaul|AU207|AUSTRALIA|T124|SYDO|AUSTRALIA|#N/A|10|Telstra International|In Service|Yes|Unable to reconcile against source|Unable to reconcile against source
AUSTRALIA Backhaul|Backhaul|AU208|AUSTRALIA|SYDP|EXBN|AUSTRALIA|#N/A|10|Telstra International|In Service|Yes|Unable to reconcile against source|Unable to reconcile against source
AUSTRALIA Backhaul|Backhaul|AU209|AUSTRALIA|T124|SYDP|AUSTRALIA|#N/A|10|Telstra International|In Service|Yes|Unable to reconcile against source|Unable to reconcile against source
CANADA Backhaul|Backhaul|US136|UNITED STATES OF AMERICA|EQCH|CTC1|CANADA|#N/A|10|Telstra International|In Service|Yes|Create|Unable to reconcile against source
CANADA Backhaul|Backhaul|US137|UNITED STATES OF AMERICA|UNSE|CTC1|CANADA|#N/A|10|Telstra International|In Service|Yes|Create|Unable to reconcile against source
DENMARK Backhaul|Backhaul|EU135|GERMANY|GFR4|DCPH|DENMARK|#N/A|10|Telstra International|In Service|Yes|Unable to reconcile against source|Unable to reconcile against source
DENMARK Backhaul|Backhaul|EU136|UNITED KINGDOM|ULHC|DCPH|DENMARK|#N/A|10|Telstra International|In Service|Yes|Unable to reconcile against source|Unable to reconcile against source
FRANCE Backhaul|Backhaul|EU105|UNITED KINGDOM|ULCO|FMS1|FRANCE|#N/A|10|Telstra International|In Service|Yes|Match|Unable to reconcile against source
FRANCE Backhaul|Backhaul|EU106|UNITED KINGDOM|ULCN|FMS1|FRANCE|#N/A|10|Telstra International|In Service|Yes|Match|Unable to reconcile against source
FRANCE Backhaul|Backhaul|EU107|GERMANY|FRAN|FMS1|FRANCE|#N/A|10|Telstra International|In Service|Yes|Create|Unable to reconcile against source
FRANCE Backhaul|Backhaul|EU109|UNITED KINGDOM|ULHC|FMS2|FRANCE|#N/A|10|Telstra International|In Service|Yes|Match|Unable to reconcile against source
FRANCE Backhaul|Backhaul|EU110|GERMANY|FRAN|FMS2|FRANCE|#N/A|10|Telstra International|In Service|Yes|Match|Unable to reconcile against source
FRANCE Backhaul|Backhaul|EU111|UNITED KINGDOM|ULCN|FMS2|FRANCE|#N/A|10|Telstra International|In Service|Yes|Match|Unable to reconcile against source
FRANCE Backhaul|Backhaul|EU115|SWEDEN|STIX|FMS1|FRANCE|#N/A|10|Telstra International|In Service|Yes|Unable to reconcile against source|Unable to reconcile against source
FRANCE Backhaul|Backhaul|EU126|GERMANY|GFR4|FMS1|FRANCE|#N/A|10|Telstra International|In Service|Yes|Unable to reconcile against source|Unable to reconcile against source
FRANCE Backhaul|Backhaul|EU127|GERMANY|FRAN|FMS1|FRANCE|#N/A|10|Telstra International|In Service|Yes|Unable to reconcile against source|Unable to reconcile against source
FRANCE Backhaul|Backhaul|EU128|UNITED KINGDOM|ULCN|FMS1|FRANCE|#N/A|10|Telstra International|In Service|Yes|Unable to reconcile against source|Unable to reconcile against source
FRANCE Backhaul|Backhaul|EU134|GERMANY|GFR4|FPA4|FRANCE|#N/A|10|Telstra International|In Service|Yes|Unable to reconcile against source|Unable to reconcile against source
FRANCE Backhaul|Backhaul|EU137|UNITED KINGDOM|ULHC|FPA4|FRANCE|#N/A|10|Telstra International|In Service|Yes|Unable to reconcile against source|Unable to reconcile against source
FRANCE Backhaul|Backhaul||FRANCE|FMS1|MRS1|FRANCE|#N/A|10|Telstra International|In Service|Yes|Create|Unable to reconcile against source
FRANCE Backhaul|Backhaul||FRANCE|FMS1|MRS2|FRANCE|#N/A|10|Telstra International|In Service|Yes|Create|Unable to reconcile against source
FRANCE Backhaul|Backhaul||FRANCE|FMS1|Monaco|FRANCE|#N/A|10|Telstra International|In Service|Yes|Create|Unable to reconcile against source
FRANCE Backhaul|Backhaul||FRANCE|FMS1|Toulon|FRANCE|#N/A|10|Telstra International|In Service|Yes|Create|Unable to reconcile against source
FRANCE Backhaul|Backhaul||FRANCE|FMS2|Toulon|FRANCE|#N/A|10|Telstra International|In Service|Yes|Create|Unable to reconcile against source
GERMANY Backhaul|Backhaul|EU117|NETHERLANDS|NAM7|GFR4|GERMANY|#N/A|10|Telstra International|In Service|Yes|Unable to reconcile against source|Unable to reconcile against source
GERMANY Backhaul|Backhaul|EU122|SWEDEN|STIX|FRAN|GERMANY|#N/A|10|Telstra International|In Service|Yes|Unable to reconcile against source|Unable to reconcile against source
GERMANY Backhaul|Backhaul|EU123|UNITED KINGDOM|ULHC|FRAN|GERMANY|#N/A|10|Telstra International|In Service|Yes|Unable to reconcile against source|Unable to reconcile against source
GERMANY Backhaul|Backhaul|EU124|UNITED KINGDOM|ULCN|FRAN|GERMANY|#N/A|10|Telstra International|In Service|Yes|Unable to reconcile against source|Unable to reconcile against source
GERMANY Backhaul|Backhaul|EU129|UNITED KINGDOM|ULHC|FRAN|GERMANY|#N/A|10|Telstra International|In Service|Yes|Unable to reconcile against source|Unable to reconcile against source
GUAM Backhaul|Backhaul|US178|GUAM|UTG1|TALS|GUAM|#N/A|10|Telstra International|Planned|Yes|Match|Unable to reconcile against source
GUAM Backhaul|Backhaul|US179|GUAM|UTG1|TBCS|GUAM|#N/A|10|Telstra International|Planned|Yes|Match|Unable to reconcile against source
HONG KONG Backhaul|Backhaul|HK01|HONG KONG|HKCK|HKCC|HONG KONG| 0.2784|10|Telstra International|In Service|Yes|Unable to reconcile against source|Match
HONG KONG Backhaul|Backhaul|HK02|HONG KONG|HKMI|HKCK|HONG KONG| 0.374|10|Telstra International|In Service|Yes|Match|Match
HONG KONG Backhaul|Backhaul|HK03|HONG KONG|HKMI|HKCC|HONG KONG| 0.416|10|Telstra International|In Service|Yes|Match|Match
HONG KONG Backhaul|Backhaul|HK05|HONG KONG|HKGG|HKCK|HONG KONG| 0.6159|10|Telstra International|In Service|Yes|Match|Match
HONG KONG Backhaul|Backhaul|HK06|HONG KONG|HKGG|HKCC|HONG KONG| 0.5175|10|Telstra International|In Service|Yes|Match|Match
HONG KONG Backhaul|Backhaul|HK07|HONG KONG|HKSF|HKMI|HONG KONG|0.14|10|Telstra International|In Service|Yes|Match|Match
HONG KONG Backhaul|Backhaul|HK08|HONG KONG|HKTH|HKKW|HONG KONG|0.54|10|Telstra International|In Service|Yes|Match|Match
HONG KONG Backhaul|Backhaul|HK09|HONG KONG|HKKW|HKGG|HONG KONG|0.18802|10|Telstra International|In Service|Yes|Match|Match
HONG KONG Backhaul|Backhaul|HK11|HONG KONG|HKTH|HKHH|HONG KONG|0.1364 |10|Telstra International|In Service|Yes|Match|Match
HONG KONG Backhaul|Backhaul|HK12a|HONG KONG|SLTU|HKHH|HONG KONG|#N/A|10|Telstra International|In Service|Yes|Match|Unable to reconcile against source
HONG KONG Backhaul|Backhaul|HK12b|HONG KONG|SLTU|HKHH|HONG KONG|#N/A|10|Telstra International|In Service|Yes|Match|Unable to reconcile against source
HONG KONG Backhaul|Backhaul|HK13|HONG KONG|HKTH|HKDW|HONG KONG|0.374|10|Telstra International|In Service|Yes|Match|Match
HONG KONG Backhaul|Backhaul|HK14|HONG KONG|HKST|HKDW|HONG KONG|0.5|10|Telstra International|In Service|Yes|Match|Match
HONG KONG Backhaul|Backhaul|HK16a|HONG KONG|TGFK|HKTH|HONG KONG|#N/A|10|Telstra International|In Service|Yes|Match|Unable to reconcile against source
HONG KONG Backhaul|Backhaul|HK16b|HONG KONG|TGFK|HKTH|HONG KONG|#N/A|10|Telstra International|In Service|Yes|Match|Unable to reconcile against source
HONG KONG Backhaul|Backhaul|HK17|HONG KONG|TGFK|SLTU|HONG KONG|0.0974|10|Telstra International|In Service|Yes|Unable to reconcile against source|Match
HONG KONG Backhaul|Backhaul|HK18|HONG KONG|HKTH|HKMI|HONG KONG| 0.2855|10|Telstra International|In Service|Yes|Match|Match
HONG KONG Backhaul|Backhaul|HK19|HONG KONG|SLTU|HKGG|HONG KONG| 0.4796|10|Telstra International|In Service|Yes|Match|Match
HONG KONG Backhaul|Backhaul|HK20|HONG KONG|SLTU|HKCC|HONG KONG|0.405|10|Telstra International|In Service|Yes|Match|Match
HONG KONG Backhaul|Backhaul|HK21|HONG KONG|HKTH|HKCC|HONG KONG| 0.2551|10|Telstra International|In Service|Yes|Match|Match
HONG KONG Backhaul|Backhaul|HK22|HONG KONG|HKTH|HKMI|HONG KONG| 0.2855|10|Telstra International|In Service|Yes|Unable to reconcile against source|Match
HONG KONG Backhaul|Backhaul|HK23|HONG KONG|HKSF|HKCK|HONG KONG|#N/A|10|Telstra International|In Service|Yes|Match|Unable to reconcile against source
HONG KONG Backhaul|Backhaul|HK24|HONG KONG|HKSF|HKCC|HONG KONG|#N/A|10|Telstra International|In Service|Yes|Match|Unable to reconcile against source
HONG KONG Backhaul|Backhaul|HK25|HONG KONG|TGFK|HKCC|HONG KONG|0.41|10|Telstra International|In Service|Yes|Match|Match
HONG KONG Backhaul|Backhaul|HK26|HONG KONG|HKEA|HKCK|HONG KONG|#N/A|10|Telstra International|In Service|Yes|Update - Incorrect POPs|Unable to reconcile against source
HONG KONG Backhaul|Backhaul|HK27|HONG KONG|HKCK|HKCC|HONG KONG|#N/A|10|Telstra International|In Service|Yes|Update - Incorrect POPs|Unable to reconcile against source
HONG KONG Backhaul|Backhaul|ML107|MALAYSIA|MKLA|SLTU|HONG KONG|#N/A|10|Telstra International|In Service|Yes|Create|Unable to reconcile against source
INDIA Backhaul|Backhaul|IN101|INDIA|IMNV|CHEP|INDIA|#N/A|10|Telstra International|In Service|Yes|Match|Unable to reconcile against source
INDIA Backhaul|Backhaul|IN102|INDIA|IMNV|CHEP|INDIA|#N/A|10|Telstra International|In Service|Yes|Match|Unable to reconcile against source
INDIA Backhaul|Backhaul|IN103|INDIA|IBEM|CHEP|INDIA|#N/A|10|Telstra International|In Service|Yes|Match|Unable to reconcile against source
INDIA Backhaul|Backhaul|IN104|INDIA|IDTA|CHEP|INDIA|#N/A|10|Telstra International|In Service|Yes|Match|Unable to reconcile against source
INDIA Backhaul|Backhaul|IN106|INDIA|IMNV|IBEM|INDIA|#N/A|10|Telstra International|In Service|Yes|Match|Unable to reconcile against source
INDIA Backhaul|Backhaul|IN107|INDIA|IMNV|IDTA|INDIA|#N/A|10|Telstra International|In Service|Yes|Match|Unable to reconcile against source
INDIA Backhaul|Backhaul|IN108|INDIA|IMNV||INDIA|#N/A|10|Telstra International|In Service|Yes|Create|Unable to reconcile against source
INDIA Backhaul|Backhaul|IN109|INDIA|IMNV|BBGM|INDIA|#N/A|10|Telstra International|In Service|Yes|Match|Unable to reconcile against source
INDIA Backhaul|Backhaul|IN110|INDIA|IMNV||INDIA|#N/A|10|Telstra International|In Service|Yes|Create|Unable to reconcile against source
INDIA Backhaul|Backhaul|IN111|INDIA|IMNV||INDIA|#N/A|10|Telstra International|In Service|Yes|Create|Unable to reconcile against source
INDIA Backhaul|Backhaul|IN113|INDIA|IMNV|IMBK|INDIA|#N/A|10|Telstra International|In Service|Yes|Unable to reconcile against source|Unable to reconcile against source
INDIA Backhaul|Backhaul|IN115|INDIA|IMBK|ICSE|INDIA|#N/A|10|Telstra International|In Service|Yes|Unable to reconcile against source|Unable to reconcile against source
INDIA Backhaul|Backhaul|IN116|INDIA|ICSE|CHEP|INDIA|#N/A|10|Telstra International|In Service|Yes|Unable to reconcile against source|Unable to reconcile against source
INDONESIA Backhaul|Backhaul|ID101|INDONESIA|JAKT|IJCB|INDONESIA|#N/A|10|Telstra International|In Service|Yes|Match|Unable to reconcile against source
JAPAN Backhaul|Backhaul|JP01|JAPAN|JOUA|JOS1|JAPAN|0.164|10|Telstra International|In Service|Yes|Match|Match
JAPAN Backhaul|Backhaul|JP02|JAPAN|SMCC|JOS1|JAPAN|2.002|10|Telstra International|In Service|Yes|Match|Match
JAPAN Backhaul|Backhaul|JP03|JAPAN|JSOM|JOUA|JAPAN|3.91|10|Telstra International|In Service|Yes|Match|Match
JAPAN Backhaul|Backhaul|JP04a|JAPAN|NTDO|JOUA|JAPAN|#N/A|10|Telstra International|In Service|Yes|Match|Unable to reconcile against source
JAPAN Backhaul|Backhaul|JP04b|JAPAN|NTDO|JOUA|JAPAN|#N/A|10|Telstra International|In Service|Yes|Match|Unable to reconcile against source
JAPAN Backhaul|Backhaul|JP05|JAPAN|NTDO|JOS1|JAPAN|0.3|10|Telstra International|In Service|Yes|Match|Match
JAPAN Backhaul|Backhaul|JP06|JAPAN|SMCC|JSOM|JAPAN|0.11|10|Telstra International|In Service|Yes|Match|Match
